20.0 19964 308957 550 38338
20.0 40107 616493 1097 78029
20.0 59980 924298 1660 116194
20.0 76569 1235388 1660 150766
20.0 93149 1546488 1660 185336
20.0 117536 1849755 3266 227236
20.0 142109 2152891 3999 268608
20.0 191998 2430682 4326 304049
20.0 208013 2742346 4326 338614
20.0 225296 3052746 4326 373178
20.0 242603 3363100 4326 408480
20.0 260675 3672726 4411 445833
20.0 296543 3964539 10255 485862
20.0 335308 4253451 17216 526176
20.0 351379 4565060 17216 560742
20.0 367423 4876696 17216 595308
