37.0 35631 293289 549 37736
37.0 70705 585895 1096 75402
37.0 105947 878333 1644 112870
37.0 138276 1173683 1644 147436
37.0 170587 1469052 1644 182002
37.0 214006 1753352 2148 220434
37.0 247753 2047285 2519 257177
37.0 279466 2343251 2519 291875
37.0 312542 2637858 2519 326441
37.0 346076 2932003 2519 361008
37.0 380484 3225276 2749 396931
37.0 434108 3499332 9616 437613
37.0 485372 3775745 15793 483490
37.0 517239 4071558 15793 524966
37.0 549603 4366874 15793 559532
37.0 581975 4662182 15793 594099
