28.0 21031 307890 550 39101
28.0 42155 614445 1279 78927
28.0 60958 923322 1647 116184
28.0 76945 1235014 1647 150749
28.0 92954 1546685 1647 185355
28.0 150140 1817180 3306 228746
28.0 171611 2123389 3860 266225
28.0 187646 2435033 3860 302564
28.0 203635 2746724 3860 337130
28.0 221416 3056626 3860 371696
28.0 241823 3363898 4411 408595
28.0 269923 3663479 7327 446429
28.0 308555 3952527 14279 486737
28.0 338294 4250465 18449 524747
28.0 354369 4562070 18449 559313
28.0 370413 4873706 18449 593881
