28.0 387744 5184058 18449 628449
28.0 405140 5494341 18449 669761
28.0 428043 5799098 20274 713153
28.0 457093 6097747 23976 755830
28.0 473194 6409325 23976 792650
28.0 489346 6720824 23976 836915
28.0 514085 7023797 25591 875759
28.0 531495 7334066 25591 915105
28.0 553932 7639289 27451 960122
28.0 577965 7942957 29290 1004810
28.0 595329 8253272 29290 1039375
28.0 618226 8558024 31144 1082946
28.0 647508 8856452 34815 1123263
28.0 663647 9167974 34815 1161136
28.0 680020 9479270 34815 1207021
