17.0 18266 310652 554 37094
17.0 36876 619722 1296 73956
17.0 57338 992476 1669 110835
17.0 72144 1305349 1669 145561
17.0 86877 1618269 1669 180303
17.0 144303 1888551 2407 219833
17.0 181209 2179324 3373 256940
17.0 195954 2492259 3373 291832
17.0 211659 2804236 3373 326396
17.0 227663 3115912 3373 360964
17.0 244483 3426772 3510 397169
17.0 283696 3715234 5534 442001
17.0 299284 4027328 5676 480248
17.0 314058 4340234 5676 514816
17.0 328811 4653161 5676 549382
17.0 343574 4966078 5676 583949
17.0 358327 5279005 5676 618516
17.0 373080 5591932 5676 653082
17.0 387842 5904850 5676 687651
17.0 402592 6217780 5676 722219
17.0 417343 6530709 5676 756786
17.0 432107 6843625 5676 791352
17.0 446858 7156554 5676 825918
17.0 461609 7469483 5676 860485
