39.0 33288 295629 553 38137
39.0 67587 589010 1105 77146
39.0 99952 884325 1671 115408
39.0 130989 1180968 1671 149974
39.0 162022 1477615 1671 184542
39.0 195459 1771858 2078 228130
39.0 253519 2041503 3685 269439
39.0 285963 2336739 3822 304305
39.0 316719 2633662 3822 338871
39.0 349216 2928848 3822 373434
39.0 381447 3224297 3822 408444
39.0 426574 3506847 6349 457549
39.0 456689 3804412 6349 505120
39.0 487760 4101021 6349 541777
39.0 518823 4397638 6349 578435
39.0 549897 4694244 6349 615092
39.0 580961 4990860 6349 651749
39.0 612027 5287474 6349 688407
39.0 643103 5584078 6349 725065
39.0 674167 5880694 6349 761723
39.0 705230 6177311 6349 798380
39.0 736307 6473914 6349 835037
39.0 767388 6770513 6349 869795
39.0 798478 7067103 6349 904364
