29.0 613945 4957854 17291 614658
29.0 646342 5253137 17291 649224
29.0 678716 5548443 17291 683790
29.0 718259 5836583 19149 720678
29.0 751852 6130669 19149 755436
29.0 790747 6419452 21000 791500
29.0 836189 6701690 24771 831336
29.0 868566 6996993 24771 866094
29.0 900934 7292305 24771 900756
29.0 940551 7580371 26383 938833
29.0 979068 7869531 28230 974903
29.0 1011475 8164804 28230 1009468
29.0 1054117 8450591 31255 1046831
29.0 1088599 8743040 31948 1082170
29.0 1121035 9038284 31948 1116738
