27.0 22169 306752 368 38835
27.0 42847 613753 1099 77850
27.0 62684 921596 1649 116048
27.0 78672 1233287 1649 150614
27.0 94643 1544996 1649 185181
27.0 115293 1852027 2291 226354
27.0 142876 2152124 3427 270539
27.0 159009 2463670 3427 306803
27.0 175006 2775353 3427 342055
27.0 192726 3085316 3427 376619
27.0 209999 3395722 3427 411185
27.0 230725 3702674 4075 450221
27.0 246951 4014128 4075 493127
27.0 263075 4325684 4075 534025
27.0 279098 4637341 4075 568863
27.0 295126 4948993 4075 603429
