37.0 31880 297037 547 36353
37.0 65395 591202 1105 73265
37.0 99288 884989 1664 110128
37.0 130325 1181632 1664 144694
37.0 161355 1478282 1664 179261
37.0 218632 1748685 2260 218280
37.0 252385 2042612 2724 254701
37.0 283135 2339541 2724 289269
37.0 315100 2635259 2724 323835
37.0 347419 2930620 2724 358401
37.0 379264 3226455 2908 393542
37.0 428718 3504678 7276 439937
37.0 459852 3801224 7276 474505
37.0 490932 4097824 7276 509072
37.0 522011 4394425 7276 543640
37.0 553100 4691016 7276 578206
37.0 584180 4987616 7276 612773
37.0 615260 5284216 7276 647339
37.0 646351 5580805 7276 681905
37.0 677429 5877407 7276 716471
37.0 708511 6174005 7276 751040
37.0 739605 6470591 7276 785608
37.0 770685 6767191 7276 820175
37.0 801762 7063794 7276 854744
