7.0 261963 3995755 2836 467133
7.0 282432 4302671 3039 505481
7.0 300253 4612117 3161 542595
7.0 338827 4900671 4748 612597
7.0 359094 5207842 4868 650799
7.0 381922 5512546 5490 692307
7.0 412288 5809303 6277 769327
7.0 440288 6108813 7233 814125
7.0 461929 6414822 7480 854660
7.0 564749 6706241 8949 996210
7.0 588580 7008475 9438 1036839
7.0 613578 7311132 9910 1080821
