33.0 20509 308491 553 37853
33.0 39095 617585 1109 76465
33.0 57448 926909 1666 113737
33.0 72757 1239280 1666 148309
33.0 88054 1551663 1666 182879
33.0 113319 1854080 3227 225392
33.0 135369 2159710 3730 264853
33.0 151484 2471275 3822 300010
33.0 166214 2784225 3822 334578
33.0 182465 3095656 3822 369146
33.0 199178 3406623 3961 404006
33.0 219562 3713920 5333 446528
33.0 250357 4010840 7718 502871
33.0 265144 4323733 7718 537439
33.0 279897 4636660 7718 572005
33.0 294660 4949577 7718 606572
33.0 309413 5262504 7718 641138
33.0 324166 5575431 7718 675704
33.0 338931 5888346 7718 710273
33.0 353684 6201273 7718 744841
33.0 368437 6514200 7718 779408
33.0 383206 6827111 7718 813976
33.0 397961 7140036 7718 848543
33.0 412714 7452963 7718 883109
