26.0 19449 309573 552 37172
26.0 38834 617867 1101 75316
26.0 58170 926211 1659 112558
26.0 74157 1237903 1659 147124
26.0 90177 1549564 1659 181691
26.0 112942 1854549 2615 219180
26.0 131433 2163738 2705 258683
26.0 147528 2475322 2705 294148
26.0 164734 2785799 2705 328712
26.0 182012 3096200 2705 363280
26.0 200037 3405853 2797 398100
26.0 216948 3716622 2972 434144
26.0 233137 4028113 2972 475965
26.0 249305 4339625 2972 519191
26.0 265323 4651287 2972 553758
26.0 281351 4962939 2972 588324
