10.0 17639 311274 552 36287
10.0 35514 621084 1104 72776
10.0 53103 996711 1654 108921
10.0 67806 1309687 1654 143477
10.0 82498 1622675 1654 178032
10.0 103522 1929327 2522 216975
10.0 121836 2238697 3528 253648
10.0 136576 2551637 3528 288203
10.0 152595 2863300 3528 322759
10.0 168597 3174978 3528 357318
10.0 185022 3486230 3665 392555
10.0 212351 3786581 5814 433634
10.0 227131 4099481 5814 468192
10.0 241875 4412417 5814 502748
10.0 256619 4725353 5814 537304
10.0 271373 5038279 5814 571863
10.0 286117 5351215 5814 606421
10.0 300861 5664151 5814 640978
10.0 315611 5977081 5814 675536
10.0 330349 6290023 5814 710092
10.0 345087 6602965 5814 744650
10.0 359839 6915893 5814 779207
10.0 374577 7228835 5814 813765
10.0 389315 7541777 5814 848324
