25.0 18733 310188 366 36985
25.0 38060 618541 916 73521
25.0 58618 925662 1647 110198
25.0 74606 1237353 1647 144767
25.0 90575 1549064 1647 179333
25.0 108589 1858731 1876 216282
25.0 128768 2166232 2472 253861
25.0 144775 2477904 2472 288427
25.0 161527 2788835 2472 322994
25.0 178800 3099241 2472 357560
25.0 196070 3409651 2472 393050
25.0 214370 3719029 2793 436546
25.0 230545 4030534 2793 477565
25.0 246563 4342196 2793 512133
25.0 262581 4653858 2793 546700
25.0 278609 4965510 2793 581266
