36.0 33685 295232 556 37062
36.0 67056 589541 1119 76077
36.0 97961 886316 1674 113808
36.0 128998 1182959 1674 148375
36.0 160032 1479605 1674 182942
36.0 197245 1770124 2136 223354
36.0 238009 2056988 4116 265248
36.0 268768 2353908 4116 299815
36.0 299501 2650855 4116 334381
36.0 332125 2945914 4116 368946
36.0 364449 3241270 4116 404342
36.0 404109 3529259 5821 459388
36.0 435244 3825832 5821 493956
36.0 466323 4122433 5821 528522
36.0 497401 4419035 5821 563089
36.0 528491 4715625 5821 597657
36.0 559570 5012226 5821 632223
36.0 590652 5308824 5821 666789
36.0 621741 5605415 5821 701357
36.0 652819 5902017 5821 735924
36.0 683894 6198622 5821 770490
36.0 714986 6495210 5821 805056
36.0 746064 6791812 5821 839624
36.0 777142 7088414 5821 874192
