13.0 18088 310830 555 36826
13.0 38598 617995 1292 74286
13.0 55782 928496 1659 111247
13.0 70490 1241467 1659 145805
13.0 85228 1554409 1659 180472
13.0 141467 1825850 3024 221215
13.0 178994 2116003 3345 258635
13.0 193724 2428953 3345 293192
13.0 209415 2740944 3345 327747
13.0 225417 3052622 3345 362305
13.0 243112 3362607 3710 399706
13.0 301956 3631444 8208 451529
13.0 318785 3942291 8577 486763
13.0 333551 4255205 8577 521319
13.0 348295 4568141 8577 555875
13.0 363049 4881067 8577 590433
13.0 377793 5194003 8577 624989
13.0 392537 5506939 8577 659548
13.0 407292 5819864 8577 694104
13.0 422036 6132800 8577 728661
13.0 436780 6445736 8577 763218
13.0 451539 6758657 8577 797776
13.0 466283 7071593 8577 832333
13.0 481027 7384529 8577 866891
