30.0 35566 293354 551 37462
30.0 70929 585671 1100 75241
30.0 102959 881321 1658 111743
30.0 135288 1176671 1658 146310
30.0 167599 1472040 1658 180878
30.0 202429 1764933 2115 218138
30.0 258498 2036540 2942 256135
30.0 290210 2332507 2942 290701
30.0 321897 2628500 2942 325268
30.0 355954 2922126 2942 359836
30.0 390147 3215612 3034 394634
30.0 423895 3509542 3172 431071
30.0 456273 3804844 3172 465638
30.0 488627 4100170 3172 500205
30.0 520974 4395503 3172 534771
30.0 553331 4690826 3172 569338
