31.0 33010 296013 368 37621
31.0 68429 588272 923 75606
31.0 97903 886530 1481 112320
31.0 114840 1197219 1481 146890
31.0 130147 1509592 1481 181461
31.0 162632 1804789 1981 222597
31.0 227083 2068018 3393 262063
31.0 257839 2364941 3393 296630
31.0 288572 2661888 3393 331197
31.0 321205 2956938 3393 365764
31.0 354212 3251611 3530 401114
31.0 401309 3532191 5407 455155
31.0 432412 3828768 5407 490089
31.0 463492 4125368 5407 524655
31.0 494571 4421969 5407 559224
31.0 525660 4718560 5407 593793
31.0 556739 5015161 5407 628359
31.0 587817 5311763 5407 662927
31.0 618907 5608353 5407 697493
31.0 649985 5904955 5407 732061
31.0 681060 6201560 5407 766628
31.0 712152 6498148 5407 801195
31.0 743230 6794750 5407 835762
31.0 774307 7091353 5407 870328
