12.0 17915 311003 549 36733
12.0 39431 617167 1096 73327
12.0 56385 927893 1466 109957
12.0 71092 1240865 1466 144514
12.0 85827 1553810 1466 179071
12.0 138384 1828933 2749 218939
12.0 153950 2141047 2841 255320
12.0 168667 2454010 2841 289879
12.0 184896 2765463 2841 324436
12.0 200891 3077148 2841 358996
12.0 219857 3385859 3302 396890
12.0 238235 3695161 3715 441638
12.0 253036 4008040 3715 477457
12.0 267774 4320982 3715 512015
12.0 282512 4633924 3715 546572
12.0 297260 4946856 3715 581131
12.0 311998 5259798 3715 615688
12.0 326736 5572740 3715 650244
12.0 341486 5885670 3715 684800
12.0 356224 6198612 3715 719355
12.0 370964 6511552 3715 753911
12.0 385718 6824478 3715 788468
12.0 400456 7137420 3715 823024
12.0 415194 7450362 3715 857581
