15.0 22050 306871 551 38158
15.0 40860 615740 916 76867
15.0 61043 923237 1651 113785
15.0 77601 1234355 1651 148441
15.0 94180 1545456 1651 183000
15.0 115521 1851799 2579 220758
15.0 191823 2103177 3955 260166
15.0 209893 2412787 4230 295441
15.0 225905 2724454 4230 330011
15.0 243197 3034845 4230 364578
15.0 260491 3345230 4230 399702
15.0 280231 3653171 4925 437968
15.0 319141 3941941 11801 478936
15.0 355633 4233126 17984 518708
15.0 371699 4544740 17984 553276
15.0 387744 4856375 17984 587845
