25.0 26775 300353 994 48770
25.0 47608 606630 1118 87128
25.0 69649 911727 1556 121167
25.0 94528 1213983 2267 158786
25.0 115995 1519566 2267 193483
25.0 139161 1823438 2393 228236
25.0 161015 2128635 2518 261819
25.0 181539 2435203 2642 294352
25.0 201617 2742199 2642 326598
25.0 222520 3048342 2642 358145
25.0 244704 3353301 2770 389872
25.0 266480 3658569 2898 421959
