37.0 615634 4956206 15793 628665
37.0 654268 5245249 17631 666816
37.0 686564 5540607 17631 702217
37.0 729576 5825301 21346 742395
37.0 761979 6120578 21346 776962
37.0 794322 6415915 21346 811966
37.0 833034 6704886 23187 851137
37.0 871548 6994049 25037 887210
37.0 903924 7289353 25037 922142
37.0 942861 7578099 26893 959417
37.0 976480 7872159 26893 993983
37.0 1014087 8162212 28727 1032906
37.0 1058182 8445815 32428 1071530
37.0 1090377 8741300 32428 1108165
37.0 1122759 9036597 32428 1142924
