6.0 17963 310941 550 36675
6.0 35850 620739 1102 73911
6.0 54847 929422 1658 110620
6.0 69550 1242398 1658 145175
6.0 84239 1555389 1658 179732
6.0 105544 1861764 2208 219525
6.0 125290 2169698 2933 256898
6.0 140020 2482648 2933 291455
6.0 155492 2794858 2933 326015
6.0 171483 3106547 2933 360570
6.0 187519 3418191 2933 395467
6.0 218012 3715361 6833 437730
6.0 278692 3982375 11732 485375
6.0 293473 4295274 11732 519932
6.0 308220 4608207 11732 554488
6.0 322976 4921131 11732 589045
6.0 337723 5234064 11732 623602
6.0 352470 5546997 11732 658159
6.0 367228 5859919 11732 692715
6.0 381978 6172849 11732 727272
6.0 396725 6485782 11732 761830
6.0 411486 6798701 11732 796387
6.0 426233 7111634 11732 830944
6.0 440983 7424564 11732 865501
