11.0 22319 306602 551 37987
11.0 42820 613780 1100 76449
11.0 64406 919874 1655 115102
11.0 80394 1231565 1655 149660
11.0 96363 1543276 1655 184219
11.0 154037 1813283 2068 225691
11.0 210177 2084795 3538 266713
11.0 230454 2392226 4274 305843
11.0 246471 2703888 4274 340401
11.0 263606 3014436 4274 374956
11.0 280879 3324842 4274 409703
11.0 298283 3635118 4274 445417
11.0 315500 3945579 4411 493483
11.0 331573 4257186 4411 545370
11.0 348194 4568241 4411 582101
11.0 364824 4879291 4411 616658
