16.0 20028 308893 549 38179
16.0 40209 616391 1280 75465
16.0 58957 925321 1654 112766
16.0 75546 1236411 1654 147336
16.0 92032 1547606 1654 181907
16.0 185003 1782317 2717 221045
16.0 224005 2070995 2990 264730
16.0 240081 2382598 2990 301943
16.0 256079 2694280 2990 336510
16.0 273946 3004096 2990 371076
16.0 291218 3314503 2990 405643
16.0 308999 3624400 3174 446756
16.0 325317 3935762 3174 500847
16.0 341752 4247007 3174 557813
16.0 358131 4558308 3174 603229
16.0 374159 4869960 3174 637795
