10.0 19452 309469 557 36610
10.0 38516 618084 1110 73154
10.0 57698 926582 1664 109857
10.0 73685 1238274 1664 144415
10.0 89654 1549985 1664 178973
10.0 180840 1786480 2440 216347
10.0 198821 2096179 2712 252384
10.0 214827 2407852 2712 286941
10.0 231934 2718428 2712 321500
10.0 249212 3028829 2712 356057
10.0 270548 3335174 3399 391706
10.0 310530 3622872 10409 439465
10.0 347187 3913892 16592 489297
10.0 363304 4225455 16592 534883
10.0 379378 4537061 16592 579550
10.0 395422 4848697 16592 614107
