32.0 19640 309281 551 37648
32.0 39208 617392 1097 76332
32.0 59074 925206 1654 114344
32.0 75061 1236898 1654 148909
32.0 91032 1548607 1654 183475
32.0 133678 1833683 2336 222850
32.0 165964 2129018 3213 262988
32.0 182622 2440057 3351 298536
32.0 199576 2750786 3351 333102
32.0 216855 3061186 3351 367670
32.0 234162 3371559 3351 402310
32.0 251946 3681453 3581 438432
32.0 268138 3992941 3581 480405
32.0 284336 4304423 3581 523641
32.0 300354 4616085 3581 558208
32.0 316382 4927737 3581 592776
