17.0 19907 309014 548 37445
17.0 39828 682306 1278 74460
17.0 58443 991373 1644 111260
17.0 74429 1303066 1644 145826
17.0 90436 1614740 1644 180391
17.0 147201 1885655 2648 220157
17.0 230091 2130445 4176 258584
17.0 246108 2442107 4176 293152
17.0 263183 2752715 4176 327719
17.0 280461 3063116 4176 362286
17.0 297743 3373514 4176 397997
17.0 315637 3683298 4496 438015
17.0 331762 3994853 4496 481191
17.0 347824 4306471 4496 520908
17.0 363842 4618133 4496 555474
17.0 379870 4929785 4496 590041
