13.0 19546 309370 554 38345
13.0 39756 616885 1288 76886
13.0 58050 926230 1655 114280
13.0 74037 1237922 1655 148837
13.0 90044 1549596 1655 183394
13.0 133797 1833518 2614 223561
13.0 192854 2102146 3123 260808
13.0 208866 2413813 3123 295365
13.0 225994 2724368 3123 329921
13.0 243272 3034769 3123 364477
13.0 261458 3344260 3215 400580
13.0 278568 3654831 3307 439809
13.0 294615 3966464 3307 484196
13.0 310632 4278127 3307 524652
13.0 326649 4589790 3307 559208
13.0 342676 4901443 3307 593765
