27.0 19686 309229 368 38132
27.0 41575 615020 1106 77051
27.0 63167 921111 1659 114542
27.0 77875 1234082 1659 149109
27.0 92567 1547070 1659 183677
27.0 118758 1848560 2116 226398
27.0 170166 2124831 3214 269036
27.0 202558 2420119 3535 304435
27.0 217296 2733061 3535 339002
27.0 233152 3044887 3535 373567
27.0 249147 3356572 3535 408308
27.0 266073 3667326 3627 447461
27.0 318325 3942751 6862 498172
27.0 333112 4255644 6862 532740
27.0 347865 4568571 6862 567308
27.0 362628 4881488 6862 601874
27.0 377381 5194415 6862 636440
27.0 392134 5507342 6862 671007
27.0 406899 5820257 6862 705573
27.0 421652 6133184 6862 740140
27.0 436405 6446111 6862 774708
27.0 451169 6759027 6862 809275
27.0 465919 7071957 6862 843842
27.0 480670 7384886 6862 878409
