20.0 384800 5187002 17216 634227
20.0 402143 5497338 17216 671227
20.0 424078 5803081 19043 711998
20.0 447423 6107419 20890 759435
20.0 469560 6412959 22756 795517
20.0 485672 6724527 22756 832424
20.0 514548 7023332 26435 875386
20.0 530694 7334865 26435 914572
20.0 546810 7646429 26435 953189
20.0 570139 7950783 28282 994679
20.0 587578 8261023 28282 1035337
20.0 610553 8565726 30124 1073774
20.0 634670 8869292 31766 1116024
20.0 656946 9174693 33616 1154443
20.0 673105 9486214 33616 1193117
