14.0 93669 298944 1368 45889
14.0 114313 605348 1618 78952
14.0 134638 912074 1894 110966
14.0 154065 1219729 1894 143316
14.0 176415 1525042 1894 176846
14.0 202329 1826557 2721 211624
14.0 223090 2132927 2845 245739
14.0 244243 2439043 3098 277408
14.0 264984 2745538 3225 309891
14.0 285123 3052444 3225 342306
14.0 305324 3359292 3225 374859
14.0 325723 3666113 3351 406696
