8.0 17128 311781 370 36931
8.0 35828 620761 1105 74329
8.0 53780 930489 1658 111349
8.0 68483 1243465 1658 145907
8.0 83174 1556454 1658 180465
8.0 138054 1829254 2341 217876
8.0 155544 2139444 2615 255071
8.0 170267 2452401 2615 289628
8.0 186042 2764308 2615 324185
8.0 202036 3075994 2615 358743
8.0 222266 3383441 3301 394719
8.0 336871 3596522 8348 434994
8.0 362443 3898624 9403 482085
8.0 377213 4211534 9403 516642
8.0 391950 4524477 9403 551199
8.0 406698 4837409 9403 585756
8.0 421436 5150351 9403 620312
8.0 436176 5463291 9403 654869
8.0 450928 5776219 9403 689426
8.0 465662 6089165 9403 723985
8.0 480400 6402107 9403 758542
8.0 495149 6715038 9403 793098
8.0 509889 7027978 9403 827653
8.0 524627 7340920 9403 862210
