18.0 19060 309917 367 36040
18.0 38177 618421 922 72145
18.0 55664 928614 1473 108641
18.0 70371 1241586 1473 143208
18.0 85062 1554575 1473 177773
18.0 102677 1864640 1839 216060
18.0 121116 2173881 2479 253999
18.0 135847 2486830 2479 288566
18.0 151808 2798551 2479 323131
18.0 167805 3110234 2479 357698
18.0 184412 3421304 2661 392554
18.0 201894 3732206 3345 433737
18.0 227882 4033194 4675 479587
18.0 242666 4346090 4675 514154
18.0 257419 4659017 4675 548720
18.0 272179 4971937 4675 583287
18.0 286929 5284867 4675 617855
18.0 301680 5597796 4675 652422
18.0 316442 5910714 4675 686989
18.0 331193 6223643 4675 721555
18.0 345944 6536572 4675 756122
18.0 360708 6849488 4675 790689
18.0 375459 7162417 4675 825257
18.0 390210 7475346 4675 859824
