10.0 412758 5159044 16592 651052
10.0 434793 5464686 18420 689599
10.0 450875 5776284 18420 724156
10.0 479565 6075275 22101 767312
10.0 495639 6386880 22101 801868
10.0 511694 6698505 22101 838816
10.0 534790 7003092 23931 881301
10.0 552148 7313413 23931 915859
10.0 574482 7618757 25773 954337
10.0 598223 7922699 27388 994669
10.0 620347 8228252 29220 1033088
10.0 636445 8539834 29220 1067644
10.0 660799 8843163 31055 1109396
10.0 678179 9153462 31055 1148853
10.0 700601 9458718 32891 1184902
