15.0 0 0 1
15.0 0 1 1
15.0 1 1 1
15.0 1 2 1
15.0 2 2 1
15.0 3 2 1
15.0 3 2 2
15.0 4 2 2
15.0 5 2 2
15.0 5 3 2
15.0 5 3 3
15.0 5 3 4
