11.0 0 0 1
11.0 0 1 1
11.0 1 1 1
11.0 2 1 1
11.0 3 1 1
11.0 4 1 1
11.0 5 1 1
11.0 5 2 1
11.0 5 2 2
11.0 5 3 2
11.0 5 3 3
11.0 6 3 3
11.0 6 3 4
11.0 6 4 4
11.0 6 4 5
11.0 6 5 5
11.0 6 5 6
11.0 6 5 7
11.0 6 6 7
