32 1 0 0 2 0 0 0
1 1 1 1 0 0 1 0
16 1 0 1 1 0 0 0
32 1 0 1 2 0 0 0
30 1 2 1 1 0 0 1
1 1 1 1 1 0 1 0
26 2 1 1 1 0 1 0
16 1 0 1 1 0 1 0
26 2 1 1 2 0 1 0
32 1 0 1 2 0 1 0
2 1 2 1 1 0 0 0
39 1 0 0 0 1 0 0
39 1 0 0 1 1 0 0
2 1 2 2 1 0 0 0
40 1 1 1 1 0 0 0
20 1 2 1 0 0 1 0
39 1 0 1 1 1 0 0
20 1 2 1 1 0 1 0
24 1 2 1 0 0 1 1
39 1 0 1 1 1 1 0
20 1 2 1 1 0 1 1
33 1 1 0 0 0 0 0
2 1 3 2 1 0 0 0
27 1 0 0 0 0 0 0
32 2 0 1 2 0 1 0
14 1 1 1 1 0 0 0
26 2 2 1 2 0 1 0
32 2 1 1 2 0 1 0
33 1 1 0 1 0 0 0
27 1 1 0 0 0 0 0
27 1 1 0 0 1 0 0
18 1 1 1 0 0 1 0
33 1 1 0 2 0 0 0
32 2 1 2 2 0 1 0
22 1 0 0 1 0 0 0
14 1 1 2 1 0 0 0
4 1 2 1 0 0 1 0
7 2 1 1 1 0 1 0
27 1 1 1 0 1 0 0
22 1 0 0 2 0 0 0
19 1 1 0 0 0 0 0
40 1 1 1 2 0 0 0
15 1 1 1 0 0 1 0
21 1 0 1 0 1 1 0
14 1 2 2 1 0 0 0
26 2 3 1 2 0 1 0
32 2 2 2 2 0 1 0
22 1 0 1 2 0 0 0
20 1 3 1 1 0 1 1
26 2 3 2 2 0 1 0
30 1 3 1 1 0 0 1
30 1 3 1 1 1 0 1
19 1 1 1 0 0 0 0
20 1 3 2 1 0 1 1
25 1 0 2 1 0 1 0
24 1 3 1 0 0 1 1
27 1 1 1 0 2 0 0
33 1 1 0 3 0 0 0
24 1 3 2 0 0 1 1
32 2 2 3 2 0 1 0
19 1 1 2 0 0 0 0
30 1 3 2 1 1 0 1
1 1 1 1 2 0 1 0
19 1 1 2 0 0 1 0
8 1 0 1 0 1 1 0
15 2 1 1 0 0 1 0
8 1 0 2 0 1 1 0
26 2 3 3 2 0 1 0
18 1 1 1 0 0 1 1
26 2 3 3 2 1 1 0
8 1 0 3 0 1 1 0
29 1 2 2 1 0 0 0
22 1 0 1 3 0 0 0
29 1 2 2 1 0 0 1
22 1 0 1 3 0 1 0
4 1 2 1 0 0 1 1
27 1 1 1 0 2 1 0
5 2 0 1 1 0 1 0
20 1 3 2 1 1 1 1
20 1 3 2 1 2 1 1
33 1 1 1 3 0 0 0
40 2 1 1 2 0 0 0
8 1 0 3 0 1 2 0
40 2 1 1 3 0 0 0
33 1 1 1 3 0 1 0
14 2 2 2 1 0 0 0
7 2 2 1 1 0 1 0
14 2 3 2 1 0 0 0
32 2 2 3 2 1 1 0
30 1 3 3 1 1 0 1
14 2 3 3 1 0 0 0
7 2 3 1 1 0 1 0
14 2 4 3 1 0 0 0
7 2 3 2 1 0 1 0
17 1 2 1 3 0 1 1
17 1 2 2 3 0 1 1
12 2 2 1 0 0 1 0
17 1 3 2 3 0 1 1
12 2 2 2 0 0 1 0
5 2 1 1 1 0 1 0
5 2 1 1 1 1 1 0
23 1 1 2 0 0 1 0
4 1 3 1 0 0 1 1
4 1 3 2 0 0 1 1
29 1 3 2 1 0 0 1
29 1 3 3 1 0 0 1
21 1 0 2 0 1 1 0
14 2 5 3 1 0 0 0
19 1 1 3 0 0 1 0
27 1 2 1 0 2 1 0
27 1 2 2 0 2 1 0
22 1 0 1 3 1 1 0
22 1 0 2 3 1 1 0
5 2 1 2 1 1 1 0
22 1 0 2 3 2 1 0
29 1 3 3 1 1 0 1
14 2 5 4 1 0 0 0
22 1 0 2 3 3 1 0
22 1 0 3 3 3 1 0
21 1 0 3 0 1 1 0
14 2 5 4 1 1 0 0
4 1 3 2 0 1 1 1
35 1 1 1 0 1 0 0
13 1 0 2 1 0 0 0
23 1 1 2 1 0 1 0
13 1 0 2 1 0 1 0
31 1 2 1 1 0 0 0
3 1 2 1 0 0 1 0
