19.0 0 1 0
19.0 0 1 1
19.0 0 2 1
19.0 1 2 1
19.0 2 2 1
19.0 2 3 1
19.0 2 4 1
19.0 2 4 2
19.0 2 5 2
19.0 2 5 3
19.0 3 5 3
19.0 3 5 4
19.0 3 6 4
19.0 3 6 5
19.0 3 7 5
19.0 3 7 6
19.0 3 8 6
19.0 3 8 7
19.0 3 9 7
19.0 3 9 8
19.0 3 10 8
19.0 3 10 9
19.0 3 11 9
19.0 3 11 10
19.0 4 11 10
19.0 4 12 10
19.0 4 12 11
19.0 4 13 11
19.0 4 13 12
19.0 4 14 12
19.0 4 14 13
19.0 4 15 13
19.0 4 15 14
