25.0 0 0 1
25.0 0 1 1
25.0 0 2 1
25.0 1 2 1
25.0 1 2 2
25.0 2 2 2
25.0 3 2 2
25.0 3 3 2
25.0 3 3 3
25.0 4 3 3
25.0 4 4 3
25.0 4 4 4
25.0 4 4 5
25.0 4 4 6
